"ID","ResponseId","DurationSec","AGE1","AGE2_18_29","AGE2_30_44","AGE2_45_59","AGE2_60_UP","GEND_Male","GEND_Female","RACE_White","RACE_Other","EDUC_L_HS","EDUC_Bach","EDUC_Mast","HHADULTS","HHKIDS","HHWORKERS","HHINC_000_050","HHINC_050_100","HHINC_100__UP","PLACETYPE_Urban","PLACETYPE_Sub_Urban","PLACETYPE_Suburban","PLACETYPE_Rural_all","WDAYS","CDAYS","COMMUTE_YesCurrently","COMMUTE_NoUsedTo","MODE_AutoD","MODE_AutoP","MODE_Transit","MODE_Walk","MODE_Bike","PARKCOST_Yes","PARKCOST_No","TOLLCOST_Yes","TOLLCOST_No","TIMEDEP_Morning","TIMEDEP_AfterEveNight","FLEXWORK_Yes","FLEXWORK_No","FLEXINC_Yes","FLEXINC_No","PRIMWORK_Yes","PRIMWORK_No","IMP_TT","IMP_TC","IMP_WT","IMP_IN","SAT_WORK","SAT_COMM","ENJOYWC_Work","ENJOYWC_Comm","IDEALTT_00___","IDEALTT_01_05","IDEALTT_06_15","IDEALTT_15_UP","M1Q1","M1Q2","M1Q3","M1Q4","M1Q5","M1Q6","M1Q7","M1Q8","M1Q9","M1Q10","M2Q1","M2Q2","M2Q3","M2Q4","M2Q5","M2Q6","M2Q7","M2Q8","M2Q9","M2Q10","M3Q1","M3Q2","M3Q3","M3Q4","M3Q5","M3Q6","M3Q7","M3Q8","M3Q9","M3Q10","M4Q1","M4Q2","M4Q3","M4Q4","M4Q5","M4Q6","M4Q7","M4Q8","M4Q9","M4Q10","M5Q1","M5Q2","M5Q3","M5Q4","M5Q5","M5Q6","M5Q7","M5Q8","M5Q9","M5Q10","TTPD","TCPD","WTPD","INPD","MD12TT1","MD12TT2","MD12TT3","MD12TT4","MD12TT5","MD345TT1","MD345TT2","MD345TT3","MD345TT4","MD345TT5","MD12WT1","MD12WT2","MD12WT3","MD12WT4","MD12WT5","MD345WT1","MD345WT2","MD345WT3","MD345WT4","MD345WT5","MD12INC1","MD12INC2","MD12INC3","MD12INC4","MD12INC5","MD345INC1","MD345INC2","MD345INC3","MD345INC4","MD345INC5","M15TC1","M15TC2","M15TC3","M15TC4","M15TC5","M3TC1","M3TC2","M3TC3","M3TC4","M3TC5","MD12WH1","MD12WH2","MD12WH3","MD12WH4","MD12WH5","MD345WH1","MD345WH2","MD345WH3","MD345WH4","MD345WH5","MD12WM1","MD12WM2","MD12WM3","MD12WM4","MD12WM5","MD345WM1","MD345WM2","MD345WM3","MD345WM4","MD345WM5"
336,"R_3NOP3UqaUqfuqPs",365,25,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,4,4,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,-1,1,1,1,1,0,0,1,0,0,"B","A","A","C","B","A","C","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,5,360,150,14,16,20,24,26,5,10,20,30,35,352,356,360,364,368,340,350,360,370,380,146.67,148.33,150,151.67,153.33,141.67,145.83,150,154.17,158.33,3,4,5,6,7,2.5,3.5,5,6.5,7.5,5,5,6,6,6,5,5,6,6,6,52,56,0,4,8,40,50,0,10,20
337,"R_YRlRa1mn7TFI73b",630,31,0,1,0,0,0,1,1,0,1,0,0,1,2,1,1,0,0,0,0,1,0,6,6,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,1,1,1,1,1,2,1,0,0,1,0,0,"C","C","C","C","C","C","C","C","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1.67,450,100,7,8,10,12,13,-5,0,10,20,25,446,448,450,452,454,430,440,450,460,470,99.11,99.56,100,100.44,100.89,95.56,97.78,100,102.22,104.44,1,1.34,1.67,2,2.34,-0.83,0.17,1.67,3.17,4.17,7,7,7,7,7,7,7,7,7,7,26,28,30,32,34,10,20,30,40,50
338,"R_BRg26tnEeE3WAoN",819,61,0,0,0,1,1,0,1,0,0,0,1,1,2,0,0,0,1,1,0,0,0,4,4,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,2,2,2,2,2,2,0,1,0,0,0,1,"C","C","A","A","A","C","C","A","A","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,7,480,625,28,32,40,48,52,25,30,40,50,55,464,472,480,488,496,460,470,480,490,500,604.17,614.58,625,635.42,645.83,598.96,611.98,625,638.02,651.04,4.2,5.6,7,8.4,9.8,4.5,5.5,7,8.5,9.5,7,7,8,8,8,7,7,8,8,8,44,52,0,8,16,40,50,0,10,20
339,"R_1QadzVXLBew8LRP",891,44,0,1,0,0,1,0,1,0,0,0,1,1,2,0,0,1,0,1,0,0,0,5,5,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,1,2,2,2,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","C","C","C","C","B","C","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,45,390,450,42,48,60,72,78,45,50,60,70,75,366,378,390,402,414,370,380,390,400,410,422.31,436.15,450,463.85,477.69,426.92,438.46,450,461.54,473.08,27,36,45,54,63,42.5,43.5,45,46.5,47.5,6,6,6,6,6,6,6,6,6,6,6,18,30,42,54,10,20,30,40,50
340,"R_302XgvopP0HdWcJ",360,41,0,1,0,0,0,1,1,0,1,0,0,1,2,1,0,1,0,1,0,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,2,NA,2,2,2,2,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","C","B","A","C","C","C","C","A","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,300,65,7,8,10,12,13,-5,0,10,20,25,296,298,300,302,304,280,290,300,310,320,64.13,64.57,65,65.43,65.87,60.67,62.83,65,67.17,69.33,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,4,4,5,5,5,4,4,5,5,5,56,58,0,2,4,40,50,0,10,20
341,"R_9SvBF7Dk3Wch4I1",434,31,0,1,0,0,0,1,1,0,1,0,0,1,2,1,0,1,0,0,1,0,0,6,6,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,2,2,2,2,0,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","A","A","B","B","A","A","C","C","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,9.17,570,188.33,59.5,68,85,102,110.5,70,75,85,95,100,536,553,570,587,604,550,560,570,580,590,177.1,182.71,188.33,193.95,199.56,181.72,185.03,188.33,191.63,194.94,5.5,7.34,9.17,11,12.84,6.67,7.67,9.17,10.67,11.67,8,9,9,9,10,9,9,9,9,9,56,13,30,47,4,10,20,30,40,50
342,"R_2du3AIrVifS0a9a",446,24,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,-1,2,-1,2,2,-1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","A","C","B","A","A","B","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,5,360,27,42,48,60,72,78,45,50,60,70,75,336,348,360,372,384,340,350,360,370,380,25.2,26.1,27,27.9,28.8,25.5,26.25,27,27.75,28.5,3,4,5,6,7,2.5,3.5,5,6.5,7.5,5,5,6,6,6,5,5,6,6,6,36,48,0,12,24,40,50,0,10,20
343,"R_3n0pfCOoZkqKpJq",588,40,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,6,6,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,2,2,2,2,1,0,0,0,0,1,"A","A","C","C","A","A","A","C","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,28,480,400,28,32,40,48,52,25,30,40,50,55,464,472,480,488,496,460,470,480,490,500,386.67,393.33,400,406.67,413.33,383.33,391.67,400,408.33,416.67,16.8,22.4,28,33.6,39.2,25.5,26.5,28,29.5,30.5,7,7,8,8,8,7,7,8,8,8,44,52,0,8,16,40,50,0,10,20
344,"R_xtqayK3SOFwBa4p",533,41,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,2,2,2,2,2,2,1,0,1,0,0,0,"B","C","A","C","C","C","C","C","B","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,5,450,100,28,32,40,48,52,25,30,40,50,55,434,442,450,458,466,430,440,450,460,470,96.44,98.22,100,101.78,103.56,95.56,97.78,100,102.22,104.44,3,4,5,6,7,2.5,3.5,5,6.5,7.5,7,7,7,7,7,7,7,7,7,7,14,22,30,38,46,10,20,30,40,50
345,"R_3JDffTVe9vJbG9y",358,45,0,0,1,0,0,1,1,0,0,0,1,3,2,3,0,1,0,0,0,0,1,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,2,1,-2,0,2,-2,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","A","A","B","B","A","B","C","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,10,480,185,52.5,60,75,90,97.5,60,65,75,85,90,450,465,480,495,510,460,470,480,490,500,173.44,179.22,185,190.78,196.56,177.29,181.15,185,188.85,192.71,6,8,10,12,14,7.5,8.5,10,11.5,12.5,7,7,8,8,8,7,7,8,8,8,30,45,0,15,30,40,50,0,10,20
346,"R_xgBEOEYwbdm4VxL",345,61,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,2,0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","A","A","B","B","A","A","B","B","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,6,540,750,38.5,44,55,66,71.5,40,45,55,65,70,518,529,540,551,562,520,530,540,550,560,719.44,734.72,750,765.28,780.56,722.22,736.11,750,763.89,777.78,3.6,4.8,6,7.2,8.4,3.5,4.5,6,7.5,8.5,8,8,9,9,9,8,8,9,9,9,38,49,0,11,22,40,50,0,10,20
347,"R_3lPOgzm11qQdf02",608,43,0,1,0,0,1,0,1,0,1,0,0,3,2,0,1,0,0,1,0,0,0,6,6,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,-2,NA,-2,-1,1,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","C","C","C","C","C","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,720,79.17,28,32,40,48,52,25,30,40,50,55,704,712,720,728,736,700,710,720,730,740,77.41,78.29,79.17,80.05,80.93,76.97,78.07,79.17,80.27,81.37,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,11,11,12,12,12,11,11,12,12,12,44,52,0,8,16,40,50,0,10,20
348,"R_TcSS10mwQKu4sJr",324,25,1,0,0,0,0,1,0,1,0,1,0,2,0,2,1,0,0,1,0,0,0,5,5,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,2,1,2,1,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","C","C","B","B","C","A","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,7,480,120,84,96,120,144,156,105,110,120,130,135,432,456,480,504,528,460,470,480,490,500,108,114,120,126,132,115,117.5,120,122.5,125,4.2,5.6,7,8.4,9.8,4.5,5.5,7,8.5,9.5,7,7,8,8,8,7,7,8,8,8,12,36,0,24,48,40,50,0,10,20
349,"R_3dEdhsxi2htUSyy",671,55,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,2,0,0,1,1,0,1,0,0,0,1,0,"B","B","A","A","B","A","B","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,6,540,500,35,40,50,60,65,35,40,50,60,65,520,530,540,550,560,520,530,540,550,560,481.48,490.74,500,509.26,518.52,481.48,490.74,500,509.26,518.52,3.6,4.8,6,7.2,8.4,3.5,4.5,6,7.5,8.5,8,8,9,9,9,8,8,9,9,9,40,50,0,10,20,40,50,0,10,20
350,"R_2tnbatErpFbyL61",376,42,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,1,1,1,1,1,1,1,0,1,0,0,0,"B","C","A","A","C","A","B","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,5,480,350,21,24,30,36,39,15,20,30,40,45,468,474,480,486,492,460,470,480,490,500,341.25,345.62,350,354.38,358.75,335.42,342.71,350,357.29,364.58,3,4,5,6,7,2.5,3.5,5,6.5,7.5,7,7,8,8,8,7,7,8,8,8,48,54,0,6,12,40,50,0,10,20
351,"R_3fBIUKu9PshIpaZ",431,62,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,2,2,1,1,1,1,0,1,0,0,1,0,"C","A","C","B","B","C","A","A","C","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,4,450,110,35,40,50,60,65,35,40,50,60,65,430,440,450,460,470,430,440,450,460,470,105.11,107.56,110,112.44,114.89,105.11,107.56,110,112.44,114.89,2.4,3.2,4,4.8,5.6,1.5,2.5,4,5.5,6.5,7,7,7,7,7,7,7,7,7,7,10,20,30,40,50,10,20,30,40,50
352,"R_1NlInn7wcCZFSmK",444,50,0,0,1,0,0,1,1,0,1,0,0,2,0,2,1,0,0,0,0,1,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,NA,-1,-1,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","B","A","C","A","A","C","C","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0,480,150,18.9,21.6,27,32.4,35.1,12,17,27,37,42,469.2,474.6,480,485.4,490.8,460,470,480,490,500,146.62,148.31,150,151.69,153.38,143.75,146.87,150,153.13,156.25,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,7,7,8,8,8,7,7,8,8,8,49,55,0,5,11,40,50,0,10,20
353,"R_2uJax2udGURudhu",929,37,0,1,0,0,0,1,1,0,0,0,1,1,2,1,0,0,1,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,2,1,2,2,2,2,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","A","A","A","B","C","A","B","B","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,30,480,300,49,56,70,84,91,55,60,70,80,85,452,466,480,494,508,460,470,480,490,500,282.5,291.25,300,308.75,317.5,287.5,293.75,300,306.25,312.5,18,24,30,36,42,27.5,28.5,30,31.5,32.5,7,7,8,8,8,7,7,8,8,8,32,46,0,14,28,40,50,0,10,20
354,"R_2R9Adi5T84wgCqx",1067,40,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,6,6,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,2,2,2,2,1,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","C","B","B","B","A","C","B","B","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,50,510,500,42,48,60,72,78,45,50,60,70,75,486,498,510,522,534,490,500,510,520,530,476.47,488.24,500,511.76,523.53,480.39,490.2,500,509.8,519.61,30,40,50,60,70,47.5,48.5,50,51.5,52.5,8,8,8,8,8,8,8,8,8,8,6,18,30,42,54,10,20,30,40,50
355,"R_2rTHVLAscrWSHF9",591,34,0,1,0,0,1,0,1,0,0,0,1,1,3,1,0,0,1,1,0,0,0,6,6,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,-1,0,2,1,2,1,1,0,0,0,0,1,"A","A","B","A","B","B","B","B","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,4.17,360,350,31.5,36,45,54,58.5,30,35,45,55,60,342,351,360,369,378,340,350,360,370,380,332.5,341.25,350,358.75,367.5,330.56,340.28,350,359.72,369.44,2.5,3.34,4.17,5,5.84,1.67,2.67,4.17,5.67,6.67,5,5,6,6,6,5,5,6,6,6,42,51,0,9,18,40,50,0,10,20
356,"R_3GBLXEjyov1Mpjy",1070,67,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,-1,2,-1,2,2,2,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","B","C","B","B","A","B","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,6,420,105,42,48,60,72,78,45,50,60,70,75,396,408,420,432,444,400,410,420,430,440,99,102,105,108,111,100,102.5,105,107.5,110,3.6,4.8,6,7.2,8.4,3.5,4.5,6,7.5,8.5,6,6,7,7,7,6,6,7,7,7,36,48,0,12,24,40,50,0,10,20
357,"R_en6imcOdLtUqUlH",1043,63,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,0,-1,1,1,1,2,1,0,0,0,1,0,"C","A","C","C","C","C","B","C","C","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1.25,495,225,28,32,40,48,52,25,30,40,50,55,479,487,495,503,511,475,485,495,505,515,217.73,221.36,225,228.64,232.27,215.91,220.45,225,229.55,234.09,0.75,1,1.25,1.5,1.75,-1.25,-0.25,1.25,2.75,3.75,7,8,8,8,8,7,8,8,8,8,59,7,15,23,31,55,5,15,25,35
358,"R_2AYgS75blAcwuGI",897,60,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,4,4,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,0,0,2,-1,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","B","A","C","A","A","A","A","A","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,10,360,60,42,48,60,72,78,45,50,60,70,75,336,348,360,372,384,340,350,360,370,380,56,58,60,62,64,56.67,58.33,60,61.67,63.33,6,8,10,12,14,7.5,8.5,10,11.5,12.5,5,5,6,6,6,5,5,6,6,6,36,48,0,12,24,40,50,0,10,20
359,"R_3jfBWlzTTQFKyIi",621,35,0,1,0,0,0,1,1,0,0,0,1,1,2,1,0,0,1,1,0,0,0,5,5,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,-1,-1,1,2,2,1,1,0,0,0,1,0,"C","B","C","A","B","A","A","A","B","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,480,500,28,32,40,48,52,25,30,40,50,55,464,472,480,488,496,460,470,480,490,500,483.33,491.67,500,508.33,516.67,479.17,489.58,500,510.42,520.83,0.6,0.8,1,1.2,1.4,-1.5,-0.5,1,2.5,3.5,7,7,8,8,8,7,7,8,8,8,44,52,0,8,16,40,50,0,10,20
360,"R_1obXTMNlaKKLRkW",776,75,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,4,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,1,0,1,2,-1,2,0,1,0,0,1,0,"C","A","C","C","C","C","B","C","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,3.75,420,112,19.6,22.4,28,33.6,36.4,13,18,28,38,43,408.8,414.4,420,425.6,431.2,400,410,420,430,440,109.01,110.51,112,113.49,114.99,106.67,109.33,112,114.67,117.33,2.25,3,3.75,4.5,5.25,1.25,2.25,3.75,5.25,6.25,6,6,7,7,7,6,6,7,7,7,49,54,0,6,11,40,50,0,10,20
361,"R_Z3ohc5UzqdpbqyR",520,40,0,1,0,0,0,1,0,1,0,1,0,0,2,0,0,1,0,0,0,1,0,5,5,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,NA,2,1,2,2,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","A","B","A","B","A","C","C","A","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,480,125,7,8,10,12,13,-5,0,10,20,25,476,478,480,482,484,460,470,480,490,500,123.96,124.48,125,125.52,126.04,119.79,122.4,125,127.6,130.21,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,7,7,8,8,8,7,7,8,8,8,56,58,0,2,4,40,50,0,10,20
362,"R_31yp1vHbXz0yOT7",2782,40,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,-1,0,0,1,1,0,0,0,"C","A","C","C","B","C","A","B","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,540,500,7,8,10,12,13,-5,0,10,20,25,536,538,540,542,544,520,530,540,550,560,496.3,498.15,500,501.85,503.7,481.48,490.74,500,509.26,518.52,0.6,0.8,1,1.2,1.4,-1.5,-0.5,1,2.5,3.5,8,8,9,9,9,8,8,9,9,9,56,58,0,2,4,40,50,0,10,20
363,"R_2rJy5uCfWZ3V4fR",645,35,0,1,0,0,0,1,1,0,0,0,1,1,2,0,0,1,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,2,2,1,2,2,2,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","A","C","A","A","A","C","A","A","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,30,480,150,49,56,70,84,91,55,60,70,80,85,452,466,480,494,508,460,470,480,490,500,141.25,145.62,150,154.38,158.75,143.75,146.87,150,153.13,156.25,18,24,30,36,42,27.5,28.5,30,31.5,32.5,7,7,8,8,8,7,7,8,8,8,32,46,0,14,28,40,50,0,10,20
364,"R_24l780wxpIXKk2o",1059,52,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,2,2,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","C","C","C","B","C","C","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,5.6,570,875,119,136,170,204,221,155,160,170,180,185,502,536,570,604,638,550,560,570,580,590,770.61,822.81,875,927.19,979.39,844.3,859.65,875,890.35,905.7,3.36,4.48,5.6,6.72,7.84,3.1,4.1,5.6,7.1,8.1,8,8,9,10,10,9,9,9,9,9,22,56,30,4,38,10,20,30,40,50
